Date,Actual,Predicted,MAE,MSE,RMSE,MAPE,R2
2023-12-13,42890.7421875,43151.574,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-14,43023.97265625,42866.04,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-15,41929.7578125,42912.727,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-16,42240.1171875,42807.03,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-17,41364.6640625,42755.996,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-18,42623.5390625,42517.508,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-19,42270.52734375,42595.477,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-20,43652.25,42695.066,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-21,43869.15234375,43144.996,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-22,43997.90234375,43686.867,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-23,43739.54296875,44167.484,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-24,43016.1171875,44433.82,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-25,43613.140625,44350.887,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-26,42520.40234375,44295.027,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-27,43442.85546875,43970.08,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-28,42627.85546875,43853.465,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-29,42099.40234375,43634.973,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
2023-12-30,42156.90234375,43291.727,1881.4442391842801,6231001.832076765,2496.197474575432,2.380597685375762,0.9880049619395577
