Date,Actual,Predicted,MAE,MSE,RMSE,MAPE,R2
2022-12-23,52.818534851074226,55.34735,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2022-12-27,52.92465591430664,55.465843,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2022-12-28,52.09762573242189,55.561764,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2022-12-29,53.3329200744629,55.60259,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2022-12-30,53.459121704101555,55.653572,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-03,52.918922424316406,55.717922,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-04,53.56525421142578,55.767677,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-05,53.06616210937501,55.831844,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-06,56.26053237915039,55.883537,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-09,55.157176971435554,56.059982,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-10,54.96978759765626,56.27832,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-11,55.27669906616211,56.508747,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-12,55.6400260925293,56.74939,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-13,55.35892105102539,57.00193,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-17,55.3818702697754,57.24023,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-18,54.90859603881836,57.45804,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-19,53.85017013549805,57.63097,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-20,54.57299423217772,57.71767,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-23,55.610382080078125,57.766956,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-24,55.93545150756835,57.832996,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-25,55.99759674072266,57.925793,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-26,57.230995178222656,58.03896,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-27,56.50530242919922,58.215637,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-30,55.59317016601562,58.402233,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-01-31,55.93354415893554,58.547745,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-02-01,57.629692077636726,58.668945,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-02-02,57.91843414306641,58.839508,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-02-03,57.13920593261719,59.054417,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-02-06,57.49105072021485,59.260544,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-02-07,58.74834060668946,59.464935,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-02-08,57.530254364013665,59.71287,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
2023-02-09,57.31034851074219,59.931923,8.672340872426512,172.57787518978276,13.136889859848212,5.161031693240607,0.9796712496043726
