timestamp,headline,source,sentiment
2026-01-07 08:00:00+00:00,"Bitcoin's slide deepens, dragging broader crypto market lower (BTC-USD:Cryptocurrency) - Seeking Alpha",GoogleNews,-0.296
2026-01-16 08:00:00+00:00,Long Bitcoin; Short Silver (Cryptocurrency:BTC-USD) - Seeking Alpha,GoogleNews,0.0
2026-01-22 08:00:00+00:00,VanEck Mid-January 2026 Bitcoin ChainCheck (undefined:BTC-USD) - Seeking Alpha,GoogleNews,0.0
2026-01-31 18:55:40+00:00,Bitcoin slips below $80K amid crypto selloff (BTC-USD) - Seeking Alpha,GoogleNews,0.0
