Date,Actual,SES_Pred,Holt_Pred,HW_no_season_Pred,HW_season_mul_Pred
2022-02-21,164.41676330566406,133.61747265269,181.02303059433586,181.00537186115574,139.16321130355894
2022-02-22,161.4881134033203,133.61747265269,181.19788768911604,181.1801638234768,138.82120720889645
2022-02-23,157.31138610839844,133.61747265269,181.3727447838962,181.35495578579787,138.10743898008855
2022-02-24,159.93536376953125,133.61747265269,181.54760187867637,181.52974774811895,135.30952079703866
2022-02-25,162.00901794433594,133.61747265269,181.72245897345653,181.70453971044003,135.25871287606785
2022-02-28,162.27435302734375,133.61747265269,181.8973160682367,181.8793316727611,137.77951464145602
2022-03-01,160.38742065429688,133.61747265269,182.07217316301688,182.0541236350822,138.03456881728957
2022-03-02,163.6895294189453,133.61747265269,182.24703025779704,182.22891559740327,138.3162507340154
2022-03-03,163.36520385742188,133.61747265269,182.42188735257722,182.40370755972435,136.11115942824892
2022-03-04,160.3579559326172,133.61747265269,182.59674444735737,182.5784995220454,136.0545738563793
2022-03-07,156.55465698242188,133.61747265269,182.77160154213755,182.75329148436649,135.4760276487877
2022-03-08,154.72671508789062,133.61747265269,182.94645863691773,182.92808344668757,133.29974189236003
2022-03-09,160.1417236328125,133.61747265269,183.12131573169788,183.10287540900865,132.50900516114092
2022-03-10,155.78811645507812,133.61747265269,183.29617282647806,183.27766737132973,133.20017249605493
2022-03-11,152.06341552734375,133.61747265269,183.4710299212582,183.45245933365078,136.22231638143342
2022-03-14,148.0242462158203,133.61747265269,183.6458870160384,183.62725129597186,136.21820407902678
2022-03-15,152.4171905517578,133.61747265269,183.82074411081857,183.80204325829294,137.15924140236854
2022-03-16,156.83963012695312,133.61747265269,183.99560120559872,183.97683522061402,137.98673429011635
2022-03-17,157.85189819335938,133.61747265269,184.1704583003789,184.1516271829351,137.48671061784967
2022-03-18,161.1539764404297,133.61747265269,184.34531539515905,184.32641914525618,138.1252862520914
2022-03-21,162.52987670898438,133.61747265269,184.52017248993923,184.50121110757726,139.9855221659471
2022-03-22,165.91058349609375,133.61747265269,184.6950295847194,184.67600306989834,139.67438375792625
2022-03-23,167.27659606933594,133.61747265269,184.86988667949956,184.8507950322194,138.56100233224
2022-03-24,171.07012939453125,133.61747265269,185.04474377427974,185.02558699454048,138.30796700563852
2022-03-25,171.7089080810547,133.61747265269,185.2196008690599,185.20037895686156,136.16409797972617
2022-03-28,172.57373046875,133.61747265269,185.39445796384007,185.37517091918264,135.25674513501474
2022-03-29,175.87582397460938,133.61747265269,185.56931505862025,185.54996288150372,135.1434765697479
2022-03-30,174.70632934570312,133.61747265269,185.7441721534004,185.72475484382477,133.50753929547736
2022-03-31,171.60076904296875,133.61747265269,185.91902924818058,185.89954680614585,134.3050364240394
2022-04-01,171.30593872070312,133.61747265269,186.09388634296073,186.07433876846693,133.4810696001829
2022-04-04,175.3647918701172,133.61747265269,186.2687434377409,186.249130730788,131.92045817338732
2022-04-05,172.0430450439453,133.61747265269,186.4436005325211,186.4239226931091,131.5992204812122
2022-04-06,168.86868286132812,133.61747265269,186.61845762730124,186.59871465543017,132.47606350850583
2022-04-07,169.17335510253906,133.61747265269,186.79331472208142,186.77350661775125,131.59076217238533
2022-04-08,167.15869140625,133.61747265269,186.96817181686157,186.94829858007233,130.96122253979595
2022-04-11,162.89346313476562,133.61747265269,187.14302891164175,187.1230905423934,130.68322036051674
2022-04-12,164.7705841064453,133.61747265269,187.31788600642193,187.29788250471447,129.909554248691
2022-04-13,167.4633331298828,133.61747265269,187.49274310120208,187.47267446703555,130.43539364906405
2022-04-14,162.44140625,133.61747265269,187.66760019598226,187.64746642935663,131.51081002141564
2022-04-15,162.44140625,133.61747265269,187.8424572907624,187.8222583916777,131.50705236067785
2022-04-18,162.22520446777344,133.61747265269,188.0173143855426,187.99705035399876,130.7370306541567
2022-04-19,164.5150146484375,133.61747265269,188.19217148032277,188.17184231631984,130.02357037239966
2022-04-20,164.34796142578125,133.61747265269,188.36702857510292,188.34663427864092,129.95590074603635
2022-04-21,163.55189514160156,133.61747265269,188.5418856698831,188.521426240962,129.37182225957918
2022-04-22,159.0017547607422,133.61747265269,188.71674276466325,188.69621820328308,130.4894402260796
2022-04-25,160.0729522705078,133.61747265269,188.89159985944343,188.87101016560416,129.42241107917098
2022-04-26,154.09771728515625,133.61747265269,189.0664569542236,189.04580212792524,129.01994402227
2022-04-27,153.87171936035156,133.61747265269,189.24131404900376,189.22059409024632,129.03429075145218
2022-04-28,160.81985473632812,133.61747265269,189.41617114378394,189.3953860525674,129.18827497394216
2022-04-29,154.93309020996094,133.61747265269,189.5910282385641,189.57017801488846,128.6586296060776
