Date,Actual,Predicted,MAE,MSE,RMSE,MAPE,R2
2023-07-26,296.49884033203125,295.86603,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-07-27,309.5477294921875,296.01715,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-07-28,323.2221984863281,301.30902,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-07-31,316.389892578125,310.54346,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-01,320.4714050292969,314.66617,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-02,312.1297302246094,318.8047,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-03,311.0174255371094,318.29257,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-04,308.5744934082031,317.08734,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-07,314.3640441894531,315.07587,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-08,310.4712829589844,315.7034,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-09,303.0927734375,314.7234,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-10,303.6191101074219,311.25888,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-11,299.54754638671875,308.9072,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-14,304.0660400390625,305.8234,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-15,299.8553771972656,305.40497,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-16,292.24853515625,303.71683,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-17,283.11236572265625,299.80814,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-18,281.2851257324219,293.70844,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-21,287.8889465332031,288.8872,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-22,285.6050109863281,288.2845,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-23,292.19891357421875,287.5331,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-24,284.76080322265625,289.73825,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-25,283.5195617675781,288.8746,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-28,288.2465515136719,287.85284,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-29,295.9228820800781,288.86063,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-30,293.0529479980469,292.50583,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-08-31,293.8374938964844,294.09216,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-01,294.3240966796875,295.35767,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-05,298.0678405761719,296.37213,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-06,297.0946960449219,298.4064,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-07,296.59820556640625,299.48523,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-08,295.8235778808594,299.9685,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-11,305.42645263671875,299.98648,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-12,299.56744384765625,303.566,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-13,302.9438171386719,303.95135,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-14,309.55767822265625,305.35428,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-15,298.2268371582031,308.71912,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-18,300.4512023925781,306.841,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-19,302.9537658691406,306.01712,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-20,297.5912170410156,306.19424,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-21,293.6785583496094,304.35455,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-22,297.0053405761719,301.4114,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-25,298.7431945800781,300.50537,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-26,296.8861999511719,300.65417,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-27,295.6745910644531,300.15747,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-28,301.8515014648437,299.43973,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-09-29,298.1274719238281,301.2455,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
2023-10-02,304.6916198730469,301.33725,10.361903161245188,222.39132141224383,14.912790530690218,1.9421102313267375,0.9888535463362762
