ds,Actual,Prophet_Pred
2021-07-23,145.3836212158203,80.5705468590558
2021-07-26,145.80445861816406,80.6853080641202
2021-07-27,143.6318817138672,80.73917892127105
2021-07-28,141.8801727294922,80.79664963581651
2021-07-29,142.5260467529297,80.83232870186093
2021-07-30,142.7413787841797,80.85830411445878
2021-08-02,142.40863037109375,80.98088859147711
2021-08-03,144.20925903320312,81.03897053674056
2021-08-04,143.80801391601562,81.10155188937891
2021-08-05,143.9156951904297,81.14324955872597
2021-08-06,143.22964477539062,81.17612213770774
2021-08-09,143.18064880371094,81.32378275305952
2021-08-10,142.70042419433594,81.3911947992713
2021-08-11,142.95521545410156,81.46325697386557
2021-08-12,145.92486572265625,81.51433916445791
2021-08-13,146.1307373046875,81.55622965640649
2021-08-16,148.11048889160156,81.72583639047551
2021-08-17,147.19900512695312,81.79787813490618
2021-08-18,143.44528198242188,81.87275785706828
2021-08-19,143.77850341796875,81.92459501917156
2021-08-20,145.2388153076172,81.9649597546396
2021-08-23,146.72857666015625,82.1147595532404
2021-08-24,146.64031982421875,82.17486137585801
2021-08-25,145.40541076660156,82.2351443208909
2021-08-26,144.60174560546875,82.26982589771522
2021-08-27,145.6406707763672,82.29063561116743
2021-08-30,150.07064819335938,82.36984216367831
2021-08-31,148.80633544921875,82.4035214493007
2021-09-01,149.47279357910156,82.43658757485878
2021-09-02,150.59007263183594,82.4436977293488
2021-09-03,151.22711181640625,82.43704055594183
2021-09-06,151.22711181640625,82.43913660096842
2021-09-07,153.5695343017578,82.45037798427158
2021-09-08,152.02101135253906,82.46332654630955
2021-09-09,151.00173950195312,82.45299264692859
2021-09-10,146.00328063964844,82.4318659174687
2021-09-13,146.5717315673828,82.4104802458302
2021-09-14,145.1702117919922,82.4208851213063
2021-09-15,146.06210327148438,82.43648473117243
2021-09-16,145.8268585205078,82.43217484677271
2021-09-17,143.15122985839844,82.42026020089568
2021-09-20,140.0933837890625,82.44284126129119
2021-09-21,140.57357788085938,82.47214604218209
2021-09-22,142.94544982910156,82.50806592677489
2021-09-23,143.9058837890625,82.52503576454278
2021-09-24,143.99411010742188,82.53488838081381
2021-09-27,142.47500610351562,82.6210535753355
2021-09-28,139.0838623046875,82.66953608286768
2021-09-29,139.98556518554688,82.72299045461092
2021-09-30,138.68209838867188,82.75554189901304
2021-10-01,139.80917358398438,82.77877112036929
2021-10-04,136.36904907226562,82.89027278140786
2021-10-05,138.29981994628906,82.94208299907017
2021-10-06,139.17208862304688,82.99637915343702
2021-10-07,140.43641662597656,83.02742442096876
2021-10-08,140.05413818359375,83.04699339989433
2021-10-11,139.96595764160156,83.13721433185326
2021-10-12,138.69186401367188,83.17953948767733
2021-10-13,138.10379028320312,83.2237249978544
2021-10-14,140.89703369140625,83.24438399283778
2021-10-15,141.95553588867188,83.25363178663952
2021-10-18,143.63150024414062,83.31634702186992
2021-10-19,145.79745483398438,83.35150657821166
2021-10-20,146.28750610351562,83.38984322310108
2021-10-21,146.50311279296875,83.40608296632672
2021-10-22,145.72886657714844,83.41239927189932
2021-10-25,145.67987060546875,83.47500865528336
2021-10-26,146.34632873535156,83.51269288332392
2021-10-27,145.8856964111328,83.55455305057752
2021-10-28,149.53160095214844,83.57509184706707
2021-10-29,146.81675720214844,83.58623387457246
2021-11-01,145.99349975585938,83.66379807383935
2021-11-02,147.03237915039062,83.70573375464882
2021-11-03,148.47312927246094,83.75106565664541
2021-11-04,147.9536590576172,83.77408706496078
2021-11-05,148.48370361328125,83.78654951118995
2021-11-08,147.6592254638672,83.86003643195015
2021-11-09,148.0223388671875,83.8978266580305
2021-11-10,145.18577575683594,83.93769637566459
2021-11-11,145.13673400878906,83.95406139831867
2021-11-12,147.217529296875,83.95884292150974
2021-11-15,147.22735595703125,84.00543000820021
2021-11-16,148.20884704589844,84.03387920308329
2021-11-17,150.65281677246094,84.06472051628909
2021-11-18,154.95187377929688,84.07267641164132
2021-11-19,157.58233642578125,84.06996545156603
2021-11-22,158.04364013671875,84.10220799619569
2021-11-23,158.42642211914062,84.12928947150112
2021-11-24,158.9466552734375,84.1607078497941
2021-11-25,158.9466552734375,84.17124815893375
2021-11-26,153.9114532470703,84.1731329170148
2021-11-29,157.27804565429688,84.23037432652863
2021-11-30,162.24453735351562,84.26895353554562
2021-12-01,161.72430419921875,84.31303631317175
2021-12-02,160.73297119140625,84.33709362181222
2021-12-03,158.84849548339844,84.35300224137539
2021-12-06,162.26416015625,84.45163333283799
2021-12-07,168.015869140625,84.5025280770688
2021-12-08,171.84376525878906,84.55759173151424
2021-12-09,171.33335876464844,84.59098133406218
2021-12-10,176.1329803466797,84.61430227693371
2021-12-13,172.49156188964844,84.7217491200876
2021-12-14,171.10760498046875,84.77078986767117
2021-12-15,175.98574829101562,84.8216151195051
2021-12-16,169.07586669921875,84.84849466167071
2021-12-17,167.97657775878906,84.863215114663
2021-12-20,166.61227416992188,84.93505745668115
2021-12-21,169.79238891601562,84.97013387086702
2021-12-22,172.3933868408203,85.00662862966698
2021-12-23,173.02157592773438,85.01925489134948
2021-12-24,173.02157592773438,85.02024806287852
2021-12-27,176.9967041015625,85.05835879234117
2021-12-28,175.97593688964844,85.0859516643486
2021-12-29,176.06423950195312,85.11736231533557
2021-12-30,174.9060821533203,85.12752186748018
2021-12-31,174.2877197265625,85.12880938480262
2022-01-03,178.64564514160156,85.18457982788009
2022-01-04,176.3783721923828,85.22329621542693
2022-01-05,171.6866912841797,85.26806104015523
2022-01-06,168.82069396972656,85.29345471659887
2022-01-07,168.987548828125,85.31143653701923
2022-01-10,169.00717163085938,85.42103203805996
2022-01-11,171.84376525878906,85.47707760161907
2022-01-12,172.2854461669922,85.53789107184733
2022-01-13,169.00717163085938,85.5774733106143
2022-01-14,169.87091064453125,85.60722895305852
2022-01-17,169.87091064453125,85.73279431626855
2022-01-18,166.6613311767578,85.78641333859952
2022-01-19,163.15733337402344,85.84047670158192
2022-01-20,161.46913146972656,85.86885548200226
2022-01-21,159.40794372558594,85.88292588007566
2022-01-24,158.6325225830078,85.93582006968415
2022-01-25,156.82655334472656,85.95761072281944
2022-01-26,156.7382049560547,85.97674714955107
2022-01-27,156.2769317626953,85.96764748009339
2022-01-28,167.1815643310547,85.94230257114963
2022-01-31,171.54930114746094,85.87219537607665
2022-02-01,171.38243103027344,85.85381917371915
2022-02-02,172.58970642089844,85.83442205033339
2022-02-03,169.70404052734375,85.7891210915675
2022-02-04,169.4190216064453,85.7305627275831
2022-02-07,168.70162963867188,85.58434189622761
2022-02-08,171.8170166015625,85.54989782752132
2022-02-09,173.24200439453125,85.51957823097591
2022-02-10,169.15367126464844,85.46864031043066
2022-02-11,165.73365783691406,85.40976188132974
2022-02-14,165.9695281982422,85.29318668706588
2022-02-15,169.81214904785156,85.27788917578617
2022-02-16,169.57627868652344,85.27065377578525
2022-02-17,165.9695281982422,85.24620712651753
2022-02-18,164.41676330566406,85.21663852264658
2022-02-21,164.41676330566406,85.19846040103934
2022-02-22,161.4881134033203,85.21722642604757
2022-02-23,157.31138610839844,85.24359126065976
2022-02-24,159.93536376953125,85.25166623204166
2022-02-25,162.00901794433594,85.25297295346654
2022-02-28,162.27435302734375,85.31282477334977
2022-03-01,160.38742065429688,85.35154615049832
2022-03-02,163.6895294189453,85.39445820180532
2022-03-03,163.36520385742188,85.41557892199405
2022-03-04,160.3579559326172,85.42642690852924
2022-03-07,156.55465698242188,85.4951239638282
2022-03-08,154.72671508789062,85.53099856197983
2022-03-09,160.1417236328125,85.56872521433564
2022-03-10,155.78811645507812,85.58273098105379
2022-03-11,152.06341552734375,85.58497576648388
2022-03-14,148.0242462158203,85.62355963165051
2022-03-15,152.4171905517578,85.649485083296
2022-03-16,156.83963012695312,85.6780163941139
2022-03-17,157.85189819335938,85.68395204402191
2022-03-18,161.1539764404297,85.67957412854553
2022-03-21,162.52987670898438,85.70931810197106
2022-03-22,165.91058349609375,85.73643191013814
2022-03-23,167.27659606933594,85.76828146841125
2022-03-24,171.07012939453125,85.77960424810769
2022-03-25,171.7089080810547,85.78256028734103
2022-03-28,172.57373046875,85.8439753128901
2022-03-29,175.87582397460938,85.88398830683917
2022-03-30,174.70632934570312,85.92939369418431
2022-03-31,171.60076904296875,85.954596253002
2022-04-01,171.30593872070312,85.97142130425304
2022-04-04,175.3647918701172,86.07120310183296
2022-04-05,172.0430450439453,86.12198474537267
2022-04-06,168.86868286132812,86.17676389080843
2022-04-07,169.17335510253906,86.2097780046752
2022-04-08,167.15869140625,86.23273310286955
2022-04-11,162.89346313476562,86.34037511583158
2022-04-12,164.7705841064453,86.39036715231438
2022-04-13,167.4633331298828,86.44281715894863
2022-04-14,162.44140625,86.47212215518546
2022-04-15,162.44140625,86.49018007684026
2022-04-18,162.22520446777344,86.5782609370121
2022-04-19,164.5150146484375,86.62092270631142
2022-04-20,164.34796142578125,86.66604737350748
2022-04-21,163.55189514160156,86.68826408384507
2022-04-22,159.0017547607422,86.69968407939427
2022-04-25,160.0729522705078,86.77228652406512
2022-04-26,154.09771728515625,86.81168192225563
2022-04-27,153.87171936035156,86.85460295869426
2022-04-28,160.81985473632812,86.87569145002082
2022-04-29,154.93309020996094,86.88703398710878
2022-05-02,155.23773193359375,86.96495299226592
2022-05-03,156.73153686523438,87.00757479553788
2022-05-04,163.15882873535156,87.0541966993375
2022-05-05,154.06825256347656,87.0792877225729
2022-05-06,154.7965545654297,87.09475599394455
2022-05-09,149.6589813232422,87.18405005017595
2022-05-10,152.07028198242188,87.22960362774735
2022-05-11,144.18673706054688,87.27850946428393
2022-05-12,140.3089599609375,87.305141561262
2022-05-13,144.78713989257812,87.32134103537896
2022-05-16,143.24192810058594,87.40774817793096
2022-05-17,146.88348388671875,87.45072183220859
2022-05-18,138.59645080566406,87.49634709053902
2022-05-19,135.18124389648438,87.51909963869802
2022-05-20,135.41744995117188,87.53094177211973
2022-05-23,140.8502960205078,87.60281842696959
2022-05-24,138.1437225341797,87.64096225349645
2022-05-25,138.30120849609375,87.68201153954456
2022-05-26,141.5097198486328,87.70057789970417
2022-05-27,147.27719116210938,87.70874493663011
2022-05-30,147.27719116210938,87.77357944190588
2022-05-31,146.48985290527344,87.81089144919427
2022-06-01,146.3618621826172,87.85189626587211
2022-06-02,148.8223876953125,87.87118382396244
2022-06-03,143.08448791503906,87.88079090424276
2022-06-06,143.83245849609375,87.95345986351819
2022-06-07,146.3618621826172,87.99420056431347
2022-06-08,145.6237030029297,88.03883531484728
2022-06-09,140.38771057128906,88.06182081952683
2022-06-10,134.96473693847656,88.07506134739299
2022-06-13,129.79762268066406,88.1570260985342
2022-06-14,130.66371154785156,88.19999000103866
2022-06-15,133.2915802001953,88.24628510996554
2022-06-16,128.00637817382812,88.27032582155837
2022-06-17,129.48268127441406,88.2839983427756
2022-06-20,129.48268127441406,88.36370941863062
2022-06-21,133.72463989257812,88.40491970207309
2022-06-22,133.21282958984375,88.44910251649249
2022-06-23,136.08673095703125,88.47078297797114
2022-06-24,139.42320251464844,88.48196965307687
2022-06-27,139.42320251464844,88.5547762288879
2022-06-28,135.2698516845703,88.59430045131663
2022-06-29,137.0315399169922,88.63730234115086
2022-06-30,134.56118774414062,88.65840569888269
2022-07-01,136.7362823486328,88.66969946517658
2022-07-04,136.7362823486328,88.74740637331276
2022-07-05,139.3247528076172,88.79012722069704
2022-07-06,140.6632843017578,88.83706353249816
2022-07-07,144.03915405273438,88.86277697500556
2022-07-08,144.71820068359375,88.87927302360842
2022-07-11,142.58250427246094,88.9750506638974
2022-07-12,143.55686950683594,89.02419584774997
2022-07-13,143.19273376464844,89.07753365728381
2022-07-14,146.12567138671875,89.10949419600024
2022-07-15,147.79881286621094,89.1319597688295
2022-07-18,144.74778747558594,89.24296864238899
2022-07-19,148.61569213867188,89.29606114990008
2022-07-20,150.6234893798828,89.35272297939966
2022-07-21,152.8970489501953,89.38738915501735
2022-07-22,151.6569061279297,89.41197438052335
2022-07-25,150.53492736816406,89.52654022515445
2022-07-26,149.2062530517578,89.58023582541989
2022-07-27,154.3142852783203,89.63742945037936
2022-07-28,154.86546325683594,89.67270503025682
2022-07-29,159.94398498535156,89.69812989157991
2022-08-01,158.95977783203125,89.81805256082382
2022-08-02,157.4834442138672,89.87489975897535
2022-08-03,163.50680541992188,89.93608508605764
2022-08-04,163.19186401367188,89.97624420222373
2022-08-05,162.96519470214844,90.00746191821055
2022-08-08,162.49209594726562,90.14982513585936
2022-08-09,162.54136657714844,90.21551120733993
2022-08-10,166.79908752441406,90.28595364082493
2022-08-11,166.05990600585938,90.33557801501955
2022-08-12,169.6178436279297,90.3762288654476
2022-08-15,170.69207763671875,90.54396324922887
2022-08-16,170.53440856933594,90.61615603894174
2022-08-17,172.032470703125,90.69163906366761
2022-08-18,171.63824462890625,90.74455858643474
2022-08-19,169.04617309570312,90.78650189877338
2022-08-22,165.15313720703125,90.9440248840851
2022-08-23,164.8180389404297,91.00764341333272
2022-08-24,165.1137237548828,91.07185884115805
2022-08-25,167.57769775390625,91.11083901643102
2022-08-26,161.2601318359375,91.136253884858
2022-08-29,159.0524444580078,91.23039674420468
2022-08-30,156.6180877685547,91.26915867048844
2022-08-31,154.9524688720703,91.30721561865963
2022-09-01,155.68179321289062,91.3191373040261
2022-09-02,153.56277465820312,91.31702694408072
2022-09-05,153.56277465820312,91.33039389276874
2022-09-06,152.30123901367188,91.34437947413562
2022-09-07,153.7106170654297,91.35947891998372
2022-09-08,152.23223876953125,91.35066799178013
2022-09-09,155.10028076171875,91.3304148064298
2022-09-12,161.07286071777344,91.30774380878204
2022-09-13,151.62118530273438,91.31648367144255
2022-09-14,153.06996154785156,91.32986534087814
2022-09-15,150.17239379882812,91.32284149400128
2022-09-16,148.52645874023438,91.30778373306075
2022-09-19,152.251953125,91.31914255038804
2022-09-20,154.63702392578125,91.34439369167161
2022-09-21,151.50289916992188,91.37625052559504
2022-09-22,150.53704833984375,91.38923439199245
2022-09-23,148.2603302001953,91.39526049992114
2022-09-26,148.59548950195312,91.47162521548523
2022-09-27,149.5711669921875,91.51759605253437
2022-09-28,147.6788787841797,91.56898691867436
2022-09-29,140.42501831054688,91.59994722203379
2022-09-30,136.20677185058594,91.62206914009833
2022-10-03,140.39544677734375,91.73307843891395
2022-10-04,143.99281311035156,91.78558451899268
2022-10-05,144.2884979248047,91.84093903921215
2022-10-06,143.33248901367188,91.8733519888972
2022-10-07,138.06947326660156,91.89453861952992
2022-10-10,138.39476013183594,91.99046602619345
2022-10-11,136.97549438476562,92.03475852909283
2022-10-12,136.34474182128906,92.08083916873701
2022-10-13,140.92770385742188,92.10326492479916
2022-10-14,136.38417053222656,92.11410171424369
2022-10-17,140.3560333251953,92.18015071485011
2022-10-18,141.67672729492188,92.21587008228956
2022-10-19,141.78512573242188,92.25447980256286
2022-10-20,141.32188415527344,92.27071482519759
2022-10-21,145.1459503173828,92.2767673481961
2022-10-24,147.2945098876953,92.33734627608698
2022-10-25,150.14285278320312,92.37407968947363
2022-10-26,147.19595336914062,92.41493325512056
2022-10-27,142.71156311035156,92.43446184056005
2022-10-28,153.49378967285156,92.4446420140124
2022-10-31,151.12838745117188,92.52009012786189
2022-11-01,148.47718811035156,92.56171182660967
2022-11-02,142.93824768066406,92.6069754845235
2022-11-03,136.87698364257812,92.6301916313897
2022-11-04,136.6103973388672,92.64311945773127
2022-11-07,137.14349365234375,92.71955392750978
2022-11-08,137.71609497070312,92.75877122940763
2022-11-09,133.14527893066406,92.8002318903961
2022-11-10,144.9918212890625,92.81830547641303
2022-11-11,147.78564453125,92.82486132969316
2022-11-14,146.3837890625,92.87659806842989
2022-11-15,148.12132263183594,92.90651289465664
2022-11-16,146.88729858398438,92.93860242533395
2022-11-17,148.7926025390625,92.94754055695978
2022-11-18,149.3553009033203,92.94550405388594
2022-11-21,146.11727905273438,92.97763585055752
2022-11-22,148.25950622558594,93.00392401100218
2022-11-23,149.1381378173828,93.03417599384605
2022-11-24,149.1381378173828,93.04319689574218
2022-11-25,146.21597290039062,93.04324027139656
2022-11-28,142.37571716308594,93.09348328957932
2022-11-29,139.36473083496094,93.1294312784048
2022-11-30,146.13699340820312,93.17084480550734
2022-12-01,146.41342163085938,93.19226644804091
2022-12-02,145.91983032226562,93.20564500729957
2022-12-05,144.7549285888672,93.29800128100102
2022-12-06,141.08248901367188,93.3474429088827
2022-12-07,139.13766479492188,93.40145252725343
2022-12-08,140.82579040527344,93.43421959358695
2022-12-09,140.34207153320312,93.45736985605417
2022-12-12,142.6422882080078,93.56702394309292
2022-12-13,143.6097412109375,93.6176431279305
2022-12-14,141.3786163330078,93.67040421642807
2022-12-15,134.75445556640625,93.69952114789443
2022-12-16,132.78988647460938,93.7167148944917
2022-12-19,130.67726135253906,93.79662762054765
2022-12-20,130.60818481445312,93.83433492730272
2022-12-21,133.71788024902344,93.87329064683912
2022-12-22,130.5390625,93.88812755401099
2022-12-23,130.1737823486328,93.89100663278735
2022-12-26,130.1737823486328,93.93221890698327
2022-12-27,128.36717224121094,93.95985006889879
2022-12-28,124.42821502685548,93.9907644195843
2022-12-29,127.95255279541016,93.99989418465731
2022-12-30,128.26846313476562,93.99963571516983
2023-01-02,128.26846313476562,94.04808212490516
2023-01-03,123.47061157226562,94.08367265073598
2023-01-04,124.74412536621094,94.12510690320426
2023-01-05,123.42125701904295,94.14706317485678
2023-01-06,127.96244049072266,94.16160564767152
2023-01-09,128.4856719970703,94.2619691130275
2023-01-10,129.0582275390625,94.31566152323046
2023-01-11,131.78294372558594,94.37465307906291
2023-01-12,131.70394897460938,94.41303309671885
2023-01-13,133.03668212890625,94.44228238567538
2023-01-16,133.03668212890625,94.57103725139255
2023-01-17,134.20162963867188,94.6273793389518
2023-01-18,133.48092651367188,94.68499355376396
2023-01-19,133.54019165039062,94.71772038556666
2023-01-20,136.10691833496094,94.73688624519934
2023-01-23,139.3054962158203,94.80878710112914
2023-01-24,140.7073516845703,94.83782134040759
2023-01-25,140.04592895507812,94.86445822768256
2023-01-26,142.11907958984375,94.86298439431704
2023-01-27,144.06385803222656,94.84525447930568
2023-01-30,141.1713104248047,94.79656012148408
2023-01-31,142.44482421875,94.78440881756914
2023-02-01,143.5702667236328,94.77058330017051
2023-02-02,148.89134216308594,94.73010071523919
2023-02-03,152.52426147460938,94.6755230249801
2023-02-06,149.7896728515625,94.53564210442963
2023-02-07,152.67234802246094,94.50134967248509
2023-02-08,149.97727966308594,94.47020437808173
2023-02-09,148.94068908691406,94.41749562236724
2023-02-10,149.30653381347656,94.35595238521097
2023-02-13,152.11447143554688,94.22678296465078
2023-02-14,151.47178649902344,94.20607864503853
2023-02-15,153.57778930664062,94.19302067772018
2023-02-16,151.97607421875,94.16245888186656
2023-02-17,150.82916259765625,94.12660829749827
2023-02-20,150.82916259765625,94.08981693409997
2023-02-21,146.8050537109375,94.10283963294805
2023-02-22,147.230224609375,94.12386058607572
2023-02-23,147.71469116210938,94.12707410606248
2023-02-24,145.05503845214844,94.12407009746664
2023-02-27,146.25137329101562,94.17473371219964
2023-02-28,145.74713134765625,94.21170225783227
2023-03-01,143.67080688476562,94.25350533612881
2023-03-02,144.2640838623047,94.27413041641645
2023-03-03,149.32627868652344,94.28505130169852
2023-03-06,152.0947265625,94.35675263708416
2023-03-07,149.889892578125,94.39430387401322
2023-03-08,151.14553833007812,94.43390377919538
2023-03-09,148.89125061035156,94.44989130192621
2023-03-10,146.82485961914062,94.454139292113
2023-03-13,148.77261352539062,94.49805441173389
2023-03-14,150.8686981201172,94.52529709949808
2023-03-15,151.26416015625,94.55482238790381
2023-03-16,154.09193420410156,94.56138955729763
2023-03-17,153.2515106201172,94.5572538591814
2023-03-20,155.6244354248047,94.58531027625976
2023-03-21,157.4832305908203,94.61109228253488
2023-03-22,156.04957580566406,94.64127146891832
2023-03-23,157.13717651367188,94.65062764987725
2023-03-24,158.44229125976562,94.65137100090729
2023-03-27,156.49449157714844,94.705253427386
2023-03-28,155.87159729003906,94.7426652808133
2023-03-29,158.9564208984375,94.78552870049273
2023-03-30,160.52845764160156,94.80830744087842
2023-03-31,163.0398406982422,94.8228810543868
2023-04-03,164.29550170898438,94.91738528769434
2023-04-04,163.76161193847656,94.96700686053377
2023-04-05,161.91268920898438,95.02095620185061
2023-04-06,162.8025360107422,95.05347491726513
2023-04-07,162.8025360107422,95.07626374332982
2023-04-10,160.20220947265625,95.18519874444787
2023-04-11,158.986083984375,95.23612060160428
2023-04-12,158.29397583007812,95.28968577385581
2023-04-13,163.69239807128906,95.32024667789436
2023-04-14,163.34634399414062,95.33965454255654
2023-04-17,163.36610412597656,95.431881649267
2023-04-18,164.5921173095703,95.4758113003465
2023-04-19,165.73904418945312,95.52208282082704
2023-04-20,164.77011108398438,95.54529479834379
2023-04-21,163.15846252441406,95.5575342734497
2023-04-24,163.4649658203125,95.63140350175975
2023-04-25,161.92257690429688,95.67081440892174
2023-04-26,161.91268920898438,95.71356033068471
2023-04-27,166.5102081298828,95.73430031731107
2023-04-28,167.7659149169922,95.7451436002987
2023-05-01,167.67691040039062,95.82094783263457
2023-05-02,166.63876342773438,95.86276762217767
2023-05-03,165.56105041503906,95.90859558474523
2023-05-04,163.91978454589844,95.93293366568759
2023-05-05,171.61204528808594,95.94772067994255
2023-05-08,171.54281616210938,96.03565458156322
2023-05-09,169.8323516845703,96.08104410394431
2023-05-10,171.60214233398438,96.12994791610261
2023-05-11,171.7899932861328,96.15674184012215
2023-05-12,170.85931396484375,96.1732630561985
2023-05-15,170.3642578125,96.26147544376687
2023-05-16,170.3642578125,96.30526799330258
2023-05-17,170.9781036376953,96.3517802737751
2023-05-18,173.31472778320312,96.3754601014952
2023-05-19,173.42364501953125,96.38824084066574
2023-05-22,172.47314453125,96.46271683288695
2023-05-23,169.8593292236328,96.5015683995471
2023-05-24,170.1365509033203,96.54320992226482
2023-05-25,171.27517700195312,96.5622370937184
2023-05-26,173.6909637451172,96.57072218359362
2023-05-29,173.6909637451172,96.63561534030252
2023-05-30,175.54241943359375,96.67266044074346
2023-05-31,175.49293518066406,96.7132729837315
2023-06-01,178.3047637939453,96.73205986781025
2023-06-02,179.15623474121094,96.74107817359229
2023-06-05,177.79981994628906,96.81168894782707
2023-06-06,177.4335174560547,96.85173042861605
2023-06-07,176.0572967529297,96.89570090724293
2023-06-08,178.78001403808594,96.91807982858131
