Date,Actual,Predicted
2016-11-14,24.415912628173828,25.463058
2016-11-15,24.739267349243164,25.13725
2016-11-16,25.40446281433105,24.950485
2016-11-17,25.39522933959961,24.810541
2016-11-18,25.420631408691406,25.068977
2016-11-21,25.80635452270508,25.059942
2016-11-22,25.822519302368164,25.29036
2016-11-23,25.69087028503418,25.124714
2016-11-25,25.82021141052246,25.249727
2016-11-28,25.76939582824707,25.143127
2016-11-29,25.743995666503903,25.225239
2016-11-30,25.526880264282227,25.247572
2016-12-01,25.28898048400879,25.449036
2016-12-02,25.38368225097656,25.356739
2016-12-05,25.20121383666992,25.424648
2016-12-06,25.39522933959961,25.394432
2016-12-07,25.64468002319336,25.241158
2016-12-08,25.89642906188965,25.248594
2016-12-09,26.31910896301269,25.514761
2016-12-12,26.16897964477539,25.767355
2016-12-13,26.605512619018555,25.660732
2016-12-14,26.605512619018555,25.589956
2016-12-15,26.75102806091309,25.958895
2016-12-16,26.78567695617676,26.204258
2016-12-19,26.94042205810547,26.211174
2016-12-20,27.01202392578125,26.492569
2016-12-21,27.037429809570312,26.621227
2016-12-22,26.859575271606445,26.842407
2016-12-23,26.912708282470703,26.744686
2016-12-27,27.0836238861084,26.826576
2016-12-28,26.9681396484375,26.75258
2016-12-29,26.96121025085449,26.622845
2016-12-30,26.75102806091309,26.80312
2017-01-03,26.827247619628903,26.900629
2017-01-04,26.79722023010254,26.841255
2017-01-05,26.933494567871094,26.89701
2017-01-06,27.233753204345703,26.87923
2017-01-09,27.483203887939453,26.94837
2017-01-10,27.51091957092285,27.239622
2017-01-11,27.65874290466309,27.172924
2017-01-12,27.543262481689453,27.291733
2017-01-13,27.494752883911133,27.398132
2017-01-17,27.71647834777832,27.37516
2017-01-18,27.71417236328125,27.45841
2017-01-19,27.66567039489746,27.62715
2017-01-20,27.71647834777832,27.460127
2017-01-23,27.734962463378903,27.694473
2017-01-24,27.709550857543945,27.647408
2017-01-25,28.15070533752441,27.7592
2017-01-26,28.16456413269043,27.781527
2017-01-27,28.166872024536133,27.77351
2017-01-30,28.092967987060547,27.83964
2017-01-31,28.028291702270508,27.779074
2017-02-01,29.73748207092285,27.73271
2017-02-02,29.686662673950195,28.092405
2017-02-03,29.81369400024414,28.447092
2017-02-06,30.093172073364254,28.513855
2017-02-07,30.379579544067383,29.17086
2017-02-08,30.497360229492188,29.495834
2017-02-09,30.71774101257324,29.815903
2017-02-10,30.64815139770508,29.96368
2017-02-13,30.919557571411133,29.831493
2017-02-14,31.32086753845215,30.392572
2017-02-15,31.43453788757324,30.540806
2017-02-16,31.397424697875977,30.491556
2017-02-17,31.483243942260746,30.89518
2017-02-21,31.710596084594727,31.05783
2017-02-22,31.80569267272949,31.029486
2017-02-23,31.671152114868164,31.130743
2017-02-24,31.70130920410156,31.330158
2017-02-27,31.763931274414062,31.402164
2017-02-28,31.777851104736328,31.489443
2017-03-01,32.42737579345703,31.37439
2017-03-02,32.234840393066406,31.709526
2017-03-03,32.4250602722168,31.828938
2017-03-06,32.32297897338867,32.01976
2017-03-07,32.36476135253906,32.218967
2017-03-08,32.244117736816406,32.267445
2017-03-09,32.16988754272461,32.227432
2017-03-10,32.27659606933594,32.307137
2017-03-13,32.29051208496094,32.236908
2017-03-14,32.24180603027344,32.286743
2017-03-15,32.58280563354492,32.11357
2017-03-16,32.63614654541016,32.30376
2017-03-17,32.4737663269043,32.531754
2017-03-20,32.81476974487305,32.3143
2017-03-21,32.4389762878418,32.449066
2017-03-22,32.80549240112305,32.417995
2017-03-23,32.68950271606445,32.34639
2017-03-24,32.62453842163086,32.36375
2017-03-27,32.68021774291992,32.348835
2017-03-28,33.35757827758789,32.33693
2017-03-29,33.43180847167969,32.817177
2017-03-30,33.38773727416992,32.678272
2017-03-31,33.32510757446289,32.928905
2017-04-03,33.33439254760742,33.07685
2017-04-04,33.58259582519531,33.136486
2017-04-05,33.40862274169922,33.123688
2017-04-06,33.32510757446289,33.01503
2017-04-07,33.25086212158203,32.846794
2017-04-10,33.21143341064453,33.19521
2017-04-11,32.85420608520508,33.033
2017-04-12,32.89363479614258,33.003468
2017-04-13,32.71965789794922,32.88771
2017-04-17,32.90060043334961,32.684578
2017-04-18,32.754451751708984,32.997902
2017-04-19,32.63383102416992,32.76217
2017-04-20,33.04209899902344,32.508984
2017-04-21,33.00267791748047,32.639965
2017-04-24,33.32048034667969,32.81919
2017-04-25,33.52692413330078,32.786648
2017-04-26,33.329742431640625,33.055195
2017-04-27,33.355262756347656,32.81927
2017-04-28,33.32278060913086,33.163063
2017-05-01,34.00246810913086,33.287243
2017-05-02,34.21820831298828,33.297302
2017-05-03,34.11381530761719,33.457287
2017-05-04,33.99087142944336,33.424038
2017-05-05,34.554561614990234,33.57568
2017-05-08,35.49405670166016,33.89427
