Date,Actual,Predicted,MAE,MSE,RMSE,MAPE,R2
2023-12-13,42890.7421875,41794.94,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-14,43023.97265625,41933.332,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-15,41929.7578125,42708.58,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-16,42240.1171875,42290.73,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-17,41364.6640625,42005.836,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-18,42623.5390625,42371.953,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-19,42270.52734375,42184.33,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-20,43652.25,42106.938,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-21,43869.15234375,42023.082,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-22,43997.90234375,42798.72,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-23,43739.54296875,43681.816,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-24,43016.1171875,43272.652,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-25,43613.140625,43151.367,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-26,42520.40234375,42918.918,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-27,43442.85546875,42846.527,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-28,42627.85546875,43273.574,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-29,42099.40234375,42481.453,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-30,42156.90234375,41895.547,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2023-12-31,42265.1875,42592.844,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2024-01-01,44167.33203125,42442.473,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2024-01-02,44957.96875,43228.383,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2024-01-03,42848.17578125,43461.797,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
2024-01-04,44179.921875,43490.734,2580.1542117321665,10925406.733686661,3305.3603031570797,2.976520795179739,0.9789679616331125
